Skill,Employees_Missing,Severity
Candidate tracking software,77,MEDIUM
Ellucian Banner Human Resources,77,MEDIUM
Sendouts Recruiting,77,MEDIUM
Wilcomp Software RenWeb,77,MEDIUM
HireLogic PowerPlace,77,MEDIUM
Staffing Solutions Enterprises Staff Matrix,77,MEDIUM
Qaulis Research The Ethonograph,77,MEDIUM
Cluen executive recruitment software,77,MEDIUM
Noldus Information Technology uLog Pro,77,MEDIUM
eQuest,77,MEDIUM
PowerPlace Professional,77,MEDIUM
Bond International Adapt Staffing,77,MEDIUM
Recruitment management software,77,MEDIUM
COATSsql,77,MEDIUM
SYSTAT,77,MEDIUM
Resume converter software,77,MEDIUM
Safari Software Products Safari,77,MEDIUM
Assessment software,77,MEDIUM
BrightMove Applicant Tracking System,77,MEDIUM
Qarbon ViewletBuilder Professional,77,MEDIUM
Oracle PeopleSoft Human Capital Management,77,MEDIUM
SchoolDESX,77,MEDIUM
Talent Technology Talemetry,77,MEDIUM
eDistrict Internet Solutions eDistrict Unified,77,MEDIUM
TalentHook,77,MEDIUM
TempWorks recruiting and staffing software,77,MEDIUM
SunGard Public Sector IFAS,77,MEDIUM
Microsoft NetMeeting,77,MEDIUM
Talent Technology Resume Mirror,77,MEDIUM
Archeological Sites Management Information System ASMIS,77,MEDIUM
Recruitpoint.net,77,MEDIUM
Rethink Ed,77,MEDIUM
Mangold Soundalyzer,77,MEDIUM
Google Calendar,77,MEDIUM
Kronos Workforce HR,77,MEDIUM
Oracle PeopleSoft Enterprise Financial Management Solutions,77,MEDIUM
AASoftTech Web Organization Chart,77,MEDIUM
Manhattan Supply Chain Process Platform,77,MEDIUM
Deacom ERP,77,MEDIUM
ThoughtWorks Studio Mingle,77,MEDIUM
Adaptive Planning,77,MEDIUM
Needs analysis software,77,MEDIUM
General Examination System GENESYS,77,MEDIUM
Booker Software SpaBooker,77,MEDIUM
Community Climate System Model CCSM,77,MEDIUM
Moody's KMV FAMAS,77,MEDIUM
NetSuite NetERP,77,MEDIUM
Total quality management TQM software,77,MEDIUM
Harpers Payroll Services HR la Carte,77,MEDIUM
Purchasing software,77,MEDIUM
CSR Consultants Cemetery Management SC,77,MEDIUM
Continuous integration software,77,MEDIUM
Palisade Evolver,77,MEDIUM
Impact PlanLabX3,77,MEDIUM
Apache Continuum,77,MEDIUM
Document publishing software,77,MEDIUM
Eaton Fleet Advisor,77,MEDIUM
Microsoft Great Plains Personal Data Keeper,77,MEDIUM
WorkSchedule.net,77,MEDIUM
Innovative Software Solutions Picas,77,MEDIUM
Pilgrim Regulatory Submission,77,MEDIUM
Swisslog WarehouseManager,77,MEDIUM
CitectSCADA Reports,77,MEDIUM
FPA Software MACCS,77,MEDIUM
Fractal pattern analysis software,77,MEDIUM
Plant management software,77,MEDIUM
PlanScan Portfolio Pathfinder,77,MEDIUM
Credit management software,77,MEDIUM
ADP ezLaborManager,77,MEDIUM
Morningstar Principia,77,MEDIUM
Total Officer Personnel Management Information System TOPMIS,77,MEDIUM
ePharmaSolutions eMVR,77,MEDIUM
Web Information Solutions Pocket Informant,77,MEDIUM
PurchasingNet eProcurement,77,MEDIUM
Data Management TimeClock Plus,77,MEDIUM
SunGard PlanningStation,77,MEDIUM
Statistical analysis software,77,MEDIUM
TCS Hotel Software Guest Tracker,77,MEDIUM
Envision Salon,77,MEDIUM
JetBrains Team City,77,MEDIUM
Fuel Characteristic Classification System FCCS,77,MEDIUM
Oracle e-Business Suite Supply Chain Management,77,MEDIUM
Geographic resources analysis support system GRASS,77,MEDIUM
Assembla,77,MEDIUM
TechHackers Swap @nalyst,77,MEDIUM
WealthTec Foundations,77,MEDIUM
InLoox,77,MEDIUM
Autodesk AutoCAD Blue Sky,77,MEDIUM
ESRI ArcLogistics,77,MEDIUM
Learn.com CourseMaker Studio,77,MEDIUM
Montgomery Investment Technology Bonds XL,77,MEDIUM
The Associated Press ENPS,77,MEDIUM
Mesquite Software CSIM,77,MEDIUM
RCS NexGen Digital,77,MEDIUM
Integrated Decision Support Netwise Frontline,77,MEDIUM
TECSYS PointForce Enterprise,77,MEDIUM
Aljex Inventory,77,MEDIUM
Profitool GearWatch,77,MEDIUM
The University of Tennessee FORDISC,77,MEDIUM
Dazzlersoft DazzlerMax,77,MEDIUM
Argos Software ABECAS Insight FMS,77,MEDIUM
Information Builders WebFOCUS,77,MEDIUM
Unawave,77,MEDIUM
ManageMySpa,77,MEDIUM
Bentley Transportation Data Manager,77,MEDIUM
Wolfram Research Derivatives,77,MEDIUM
iRez Systems Rezware XP7,77,MEDIUM
Extedo DOCvalidator,77,MEDIUM
I-flex Solutions Reveleus Investment Performance Measurement,77,MEDIUM
MINDBODY business management software,77,MEDIUM
Drug coding software,77,MEDIUM
Integrated Decision Support Corporation Expert Fuel,77,MEDIUM
Portfolio management software,77,MEDIUM
Rapid Intake Unison,77,MEDIUM
Ninian Huddle,77,MEDIUM
TechHackers Exotic @nalyst,77,MEDIUM
Datafarm eCTDGatekeeper,77,MEDIUM
Neohapsis Certus GRC,77,MEDIUM
Montgomery Investment Technology Utility XL,77,MEDIUM
Panorama NovaView,77,MEDIUM
Moody's RiskCalc,77,MEDIUM
Annuities analysis software,77,MEDIUM
User interface design software,77,MEDIUM
Blackbaud The Education Edge,77,MEDIUM
ApplicantPro iApplicants,77,MEDIUM
Specialized Data Systems School Office,77,MEDIUM
Geogebra,77,MEDIUM
Oracle PeopleSoft Enterprise Employee Self-Service,77,MEDIUM
Shortcuts Software Shortcuts Spa,77,MEDIUM
Oracle E-Business Suite Logistics,77,MEDIUM
Financial Planning Consultants Practice Builder,77,MEDIUM
BPS Compliance,77,MEDIUM
Infor SSA Human Capital Management,77,MEDIUM
Flowcharting software,77,MEDIUM
MergerStat Price to Earnings Ratios,77,MEDIUM
"USDA Database for Inventory, Monitoring and Assessment (DIMA)",77,MEDIUM
CoPilot Truck,77,MEDIUM
Cadre Technologies Accuplus Integrated Distribution Logistics System,77,MEDIUM
John Deere Apex Farm Management,77,MEDIUM
Trimble AgGPS EZ-Map,77,MEDIUM
Resource management software,77,MEDIUM
Oracle Hyperion Planning,77,MEDIUM
Advanced Portfolio Technologies Simulator,77,MEDIUM
Matheny Pattern Forecaster Plus,77,MEDIUM
SunGard BancWare,77,MEDIUM
SSA Global Infinium Financial Management,77,MEDIUM
Ward Systems Group NeuroShell Trader,77,MEDIUM
ClearTrial,77,MEDIUM
ODEN Insurance Services State Rules & Regulations,77,MEDIUM
Oracle Agile Product Lifecycle Management PLM,77,MEDIUM
Oracle PeopleSoft Enterprise,77,MEDIUM
Financial Profiles Profiles+ Professional,77,MEDIUM
Delta Data Systems AGIS,77,MEDIUM
WealthTec WealthMaster,77,MEDIUM
Octagon ViewPoint eCTD Complete,77,MEDIUM
Agevo Farm Manager,77,MEDIUM
J&L Financial Planner,77,MEDIUM
SAP Crystal Xcelsius,77,MEDIUM
Ward Systems Group NeuralShell Predictor,77,MEDIUM
Advisory World ICE,77,MEDIUM
Oracle Primavera P6 Enterprise Portfolio Project Management,77,MEDIUM
Portfolio analysis software,77,MEDIUM
Saba Centra,77,MEDIUM
Telephone records software,77,MEDIUM
Quantifying marketability discount QMD modeling software,77,MEDIUM
Tesseract Benefits Manager,77,MEDIUM
ExpenseWatch,77,MEDIUM
IBM ILOG Inventory Analyst,77,MEDIUM
CSI WSE CodeBuddy,77,MEDIUM
ClienTrak!,77,MEDIUM
Mind mapping software,77,MEDIUM
Character generator software,77,MEDIUM
PCG Software Virtual Examiner,77,MEDIUM
Training software,77,MEDIUM
Pricing software,77,MEDIUM
Neural network modeling software,77,MEDIUM
Microsoft Proclarity,77,MEDIUM
Freeze.com Ovation Studio Pro,77,MEDIUM
Authoria Adviser,77,MEDIUM
eMoneyAdvisor AdvisorPlatform,77,MEDIUM
Computer integrated manufacturing CIM software,77,MEDIUM
Open Systems TRAVERSE,77,MEDIUM
Ivorix Neurostrategy Finance,77,MEDIUM
Autocoders,77,MEDIUM
Lion Edge Technologies Ranch Manager,77,MEDIUM
RedSky IT Entirety e-Booking,77,MEDIUM
Electronic common technical document eCTD software,77,MEDIUM
MatchWare MindView,77,MEDIUM
Infotronics Attendance Enterprise,77,MEDIUM
Cura Software Solutions Cura for Compliance Management,77,MEDIUM
AllNetic Working Time Tracker,77,MEDIUM
iSystems Evolution Payroll and Tax Management,77,MEDIUM
Open Dynamics Collabtive,77,MEDIUM
MediRegs Pharmaceutical Regulation Suite,77,MEDIUM
Tyler Technologies MUNIS,77,MEDIUM
FinalBuilder,77,MEDIUM
Business Objects Data Integrator,77,MEDIUM
Daily Manager,77,MEDIUM
Qqest TimeForce,77,MEDIUM
IBS Supply Chain Management,77,MEDIUM
CRIMPERS Management Software CRIMPERS Salon Software,77,MEDIUM
Thomson Reuters Paisley Enterprise GRC,77,MEDIUM
PPD eLoader,77,MEDIUM
SST Development Group SSToolbox,77,MEDIUM
Sierra Scientific Software CRIS,77,MEDIUM
Fish stocking databases,77,MEDIUM
Extedo PLmanager,77,MEDIUM
DoubleCheck GRC&T Platform,77,MEDIUM
QuestionMark,77,MEDIUM
MediRegs Regulation and Reimbursement Suite,77,MEDIUM
DoubleBridge ROSETTA Scribe,77,MEDIUM
Automatic Data Processing ProxyEdge,77,MEDIUM
Citect IIM,77,MEDIUM
Cabinet NG CNG-SAFE,77,MEDIUM
TechHackers Convertible Bond @nalyst,77,MEDIUM
Claritas PRIZM NE,77,MEDIUM
Tax planning software,77,MEDIUM
Accutech Systems Corporation AccuFarm-MGR,77,MEDIUM
United Nations Food and Agriculture Organization Livestock and Environment Toolbox LEAD,77,MEDIUM
Sawhney ExecPlan,77,MEDIUM
USDA Comet,77,MEDIUM
Catalyst International CatalystConnect,77,MEDIUM
Snapchat,77,MEDIUM
Grass Valley EDIUS,77,MEDIUM
Imagine That Extend OR,77,MEDIUM
Kidasa Milestones Professional,77,MEDIUM
KommandCore,77,MEDIUM
ILOG OPL-CPLEX Development System,77,MEDIUM
AccountantsWorld Payroll Relief,77,MEDIUM
AnthillPro,77,MEDIUM
Patient tracking software,77,MEDIUM
Materials requirement planning MRP software,77,MEDIUM
WinOcular,77,MEDIUM
EtQ FDA cGxP Compliance Software for Life Sciences,77,MEDIUM
MICROS XBR Loss Prevention,77,MEDIUM
Labelmaster Software REG-Trieve,77,MEDIUM
MRA Technologies MRATrack Warehouse Management System,77,MEDIUM
Lawson Human Resources Suite,77,MEDIUM
UniFocus Watson Human Resources Manager,77,MEDIUM
Pear Technology Fieldman Farmer,77,MEDIUM
Estate Capitol Needs Analysis,77,MEDIUM
NCAR Command Language NCL,77,MEDIUM
Datawatch Monarch,77,MEDIUM
Guardian Analytics FraudMAP,77,MEDIUM
MIKAL SMS,77,MEDIUM
Unger Software Methusaleh,77,MEDIUM
Agiliance Compliance Manager,77,MEDIUM
Spreadware Pro Forma,77,MEDIUM
Planisware,77,MEDIUM
Fortress Medical Clindex,77,MEDIUM
Investigation management software,77,MEDIUM
Mutual fund analysis software,77,MEDIUM
Elite Software Elite Salon & Spa Management,77,MEDIUM
Smartsheet,77,MEDIUM
National Resources Conservation Service Grazing Spatial Analysis Tool,77,MEDIUM
Hyperion Enterprise,77,MEDIUM
Ibbotson Portfolio Strategist,77,MEDIUM
Project Manager Online ProjectManager.com,77,MEDIUM
FinEng Solutions PerfoRM,77,MEDIUM
Student and Exchange Visitor Information System SEVIS,77,MEDIUM
NeuroSolutions Trading Solutions,77,MEDIUM
ElectricCloud ElectricCommander,77,MEDIUM
ProSolutions Software Transcend,77,MEDIUM
Mixed integer optimizer MINTO,77,MEDIUM
Industrial production manager and stock control software,77,MEDIUM
"Budgeting, forecasting, and planning software",77,MEDIUM
Open e-LMS,77,MEDIUM
MetricStream Compliance Management,77,MEDIUM
Oracle Performance Management Suites,77,MEDIUM
Logility Voyager WarehousePRO,77,MEDIUM
Computer integrated manufacturing CIM time manager software,77,MEDIUM
Tips Standard Securities Calculation Bond Analytics Module,77,MEDIUM
ESRI software,77,MEDIUM
KOffice.org Kplato,77,MEDIUM
Decisioneering Crystal Ball,77,MEDIUM
Ibbotson Analyst,77,MEDIUM
RVR Systems Compliance,77,MEDIUM
InforSense InforSense,77,MEDIUM
North American Regional Climate Change Assessment Program NARCCAP data tables,77,MEDIUM
SunGard Kiodex Risk Workbench,77,MEDIUM
Vertical Solutions Easy-Farm Accounting,77,MEDIUM
IMPACT software,77,MEDIUM
The Garland Group RiskKey,77,MEDIUM
peoplefluent Recruiting,77,MEDIUM
Intergraph GeoMedia Transportation Manager,77,MEDIUM
ScenarioNow RetireNow,77,MEDIUM
Wolfram Research Mathematica UnRisk Pricing Engine,77,MEDIUM
TIBCO Spotfire,77,MEDIUM
Financial modeling software,77,MEDIUM
Epicor WMS,77,MEDIUM
Transportation management system TMS software,77,MEDIUM
ControlCase Compliance Manager,77,MEDIUM
Enablez ResortSuite,77,MEDIUM
Human machine interface HMI software,77,MEDIUM
Lorenz DocuBridge,77,MEDIUM
Exact Software JobBOSS,77,MEDIUM
Master scheduling software,77,MEDIUM
Aquatic Plant Information Retrieval System APIRS,77,MEDIUM
SunGard Frontier,77,MEDIUM
Integrated construction management software,77,MEDIUM
EZ-Data Client Data System,77,MEDIUM
Objective Decision Contactizer Pro,77,MEDIUM
Phase Forward Clintrial,77,MEDIUM
Consular Consolidated Database CCD,77,MEDIUM
Peer-to-Peer Financial Analysis,77,MEDIUM
Infor SCM,77,MEDIUM
RedPrairie DLx Warehouse,77,MEDIUM
Advanced Portfolio Technologies Report Builder,77,MEDIUM
TradeTools Monthly U.S. Economic Database,77,MEDIUM
Kforge,77,MEDIUM
Caliban Mindwear HyperGASP,77,MEDIUM
Risk management software,77,MEDIUM
Datafarm S-Cubed,77,MEDIUM
Axios Systems assyst,77,MEDIUM
Microsoft Business Intelligence BI,77,MEDIUM
Bing,77,MEDIUM
Longview Consolidation,77,MEDIUM
Spreadware Business Valuator,77,MEDIUM
FunEducation Outstart Trainer,77,MEDIUM
VSCOnline VPMi,77,MEDIUM
MediRegs Risk Assessment Manager,77,MEDIUM
Paycor payroll management,77,MEDIUM
Side Effects Houdini,77,MEDIUM
ESSA TechnologiesTool for Exploratory Landscape Scenario Analyses TELSA,77,MEDIUM
SRC Cash Flow Forecasting,77,MEDIUM
WBT Systems TopClass,77,MEDIUM
Leprechaun Spa and Salon Software,77,MEDIUM
Four Soft 4S eLog,77,MEDIUM
Disarea 5pm,77,MEDIUM
Arrow Electronics N/Compass,77,MEDIUM
Parbat,77,MEDIUM
Clark Labs IDRISI Selva,77,MEDIUM
TouchSuite Salon,77,MEDIUM
People-Trak software,77,MEDIUM
Daptiv PPM,77,MEDIUM
FedEx Ship Manager,77,MEDIUM
TechHackers Credit @nalyst,77,MEDIUM
Investment and business valuation template software,77,MEDIUM
interactive Personnel Electronic Records Management System iPERMS,77,MEDIUM
Audit2 AdaptiveGRC,77,MEDIUM
Tips Standard Securities Calculation Mortgage-Backed Analytics Module,77,MEDIUM
Keane SCORE,77,MEDIUM
Aris Global Register,77,MEDIUM
Norchard Solutions Succession Wizard,77,MEDIUM
QSM SLIM Suite,77,MEDIUM
Audion Laboratories VoxPro,77,MEDIUM
i2 Supply Chain Visibility,77,MEDIUM
MightyScout,77,MEDIUM
MPI Micro Planner X-Pert,77,MEDIUM
Apache Gump,77,MEDIUM
Invivo Data EPX ePRO Management System,77,MEDIUM
Four Soft 4S VisiLog,77,MEDIUM
Tigris Cabie,77,MEDIUM
Optima IAS,77,MEDIUM
EZ-Ranch,77,MEDIUM
AMS REALTIME Projects,77,MEDIUM
CMO Compliance Regulatory Compliance Solution,77,MEDIUM
Farm Files Livestock,77,MEDIUM
easyCIS,77,MEDIUM
ARES Corporation PRISM Project Estimator,77,MEDIUM
Market forecast software,77,MEDIUM
MantisBT,77,MEDIUM
Keypoint DataDesk,77,MEDIUM
Integrated Decision Support Netwise Enterprise,77,MEDIUM
Steele Mutual Fund and Variable Annuity Expert,77,MEDIUM
Octagon StartingPoint,77,MEDIUM
Nielsen Marketbreaks,77,MEDIUM
Finance Logix Retirement Planner,77,MEDIUM
MediRegs ComplyTrack,77,MEDIUM
SunGard Financial Systems AddVantage,77,MEDIUM
SAP ERP Operations,77,MEDIUM
AgData Blue Skies Accounting,77,MEDIUM
Trivantis Lectora,77,MEDIUM
LuntBuild,77,MEDIUM
Countryside Data Ag Payroll,77,MEDIUM
Automated purchase order software,77,MEDIUM
CS Odessa ConceptDraw Project,77,MEDIUM
Strategic Reporting Systems ReportSmith,77,MEDIUM
Amber Road,77,MEDIUM
Finance Logix Education Planner,77,MEDIUM
Enterprise content management ECM software,77,MEDIUM
PDF readers,77,MEDIUM
Oracle Siebel Marketing Resource Management,77,MEDIUM
Specialized Data Systems Ultra Farm,77,MEDIUM
Harland Financial Solutions DecisionPro,77,MEDIUM
Unidata Integrated Data Viewer IDV,77,MEDIUM
IMSure Solutions SHIPflex,77,MEDIUM
PigCHAMP Care 3000,77,MEDIUM
Standard & Poor's Capital IQ Compustat,77,MEDIUM
Savant MobileRanger,77,MEDIUM
FinEng Solutions Quantis,77,MEDIUM
Modulo Risk Manager,77,MEDIUM
Pi Blue OptWorks Excel,77,MEDIUM
TMW PowerSuite,77,MEDIUM
Unlimited Learning Resources Valusource Pro,77,MEDIUM
CSI Software Spa Management,77,MEDIUM
Site Manager,77,MEDIUM
PlanPlus Pro,77,MEDIUM
SunGard WebPlaid,77,MEDIUM
TechHackers Financial @nalyst,77,MEDIUM
SAP BEx Report Designer,77,MEDIUM
TradeTools Financial Market Databases,77,MEDIUM
Glasscubes,77,MEDIUM
Cheshire Financial Planning Suite,77,MEDIUM
Aline GRC,77,MEDIUM
International Response Technologies CowChip - Ranch House,77,MEDIUM
Twin Tiers Technologies MIMS,77,MEDIUM
i-lign,77,MEDIUM
Lombardi Teamworks,77,MEDIUM
Financeware AASim,77,MEDIUM
Manhattan Scale,77,MEDIUM
CorridorDesigner,77,MEDIUM
Web conferencing software,77,MEDIUM
USDA NRCS VegSpec,77,MEDIUM
USPS.com,77,MEDIUM
Hotel management system software,77,MEDIUM
OutlookSoft,77,MEDIUM
Integrated Decision Support Match Advice,77,MEDIUM
Enabl-u Technologies APIS,77,MEDIUM
Forum One Communications ProjectSpaces,77,MEDIUM
Text mining software,77,MEDIUM
Oracle Primavera P6 Professional Project Management,77,MEDIUM
Electronic common technical document eCTD viewing software,77,MEDIUM
pm ase QuickBuild,77,MEDIUM
Countersoft Gemini,77,MEDIUM
MediRegs E-dition Compliance Monitor,77,MEDIUM
Oracle Hyperion Financial Management,77,MEDIUM
FRSGlobal RegPro,77,MEDIUM
Fleet Asset Management and Optimization Solutions FAMOS PEPSE,77,MEDIUM
Automated expense reporting system software,77,MEDIUM
Integrated Decision Support Corporation Route Advice,77,MEDIUM
MediaChance Multimedia Builder,77,MEDIUM
Resolve Legislative Compliance Management,77,MEDIUM
policyIQ,77,MEDIUM
Lawson S3 Supply Chain Management,77,MEDIUM
Montgomery Investment Technology QuoteTools,77,MEDIUM
Trimble Farm Works,77,MEDIUM
DZS Software Solutions ClinPlus,77,MEDIUM
CA Technologies CA Clarity PPM for IT Governance,77,MEDIUM
Automated Targeting System ATS,77,MEDIUM
Protiviti Governance Portal,77,MEDIUM
Viper Tools,77,MEDIUM
Data warehouse software,77,MEDIUM
Financeware Finance File Manager,77,MEDIUM
Standpipe Studios Vertabase,77,MEDIUM
The Nature Conservancy Weed Information Management System WIMS,77,MEDIUM
Landtec System Software LFG Pro,77,MEDIUM
AssurX Financial Services Compliance Management System,77,MEDIUM
Montgomery Investment Technology Options XL,77,MEDIUM
National Resources Conservation Service Web Soil Survey WSS,77,MEDIUM
Planbox,77,MEDIUM
TECSYS EliteSeries,77,MEDIUM
Iptor Supply Chain,77,MEDIUM
Genetic algorithm software,77,MEDIUM
SAFARI Video Networks eZediaQTI,77,MEDIUM
Cadre Technologies Cadence Transportation Management System,77,MEDIUM
AgriSoft/CMC AgriSoft/ERP,77,MEDIUM
SAP Ariba,77,MEDIUM
Enforcement Case Tracking System ENFORCE,77,MEDIUM
MoneyTree Silver Financial Planner (financial analysis feature),77,MEDIUM
SharedPlan Software SharedPlan Pro,77,MEDIUM
Advanced Veterinary Services Ranch Vision,77,MEDIUM
Housekeeping management software,77,MEDIUM
General algebraic modeling system GAMS,77,MEDIUM
QUALCOMM QTRACS,77,MEDIUM
IBM Cognos Planning,77,MEDIUM
UDA Technologies ConstructionSuite,77,MEDIUM
Automation Centre TrackerSuite.Net,77,MEDIUM
Exact Software Macola ES Labor Performance,77,MEDIUM
BehavePlus,77,MEDIUM
Nielsen Arianna,77,MEDIUM
3PL Central,77,MEDIUM
AquaSoft Farm Manager,77,MEDIUM
S&P Capital IQ,77,MEDIUM
Mortware Professional,77,MEDIUM
Infor Lawson Supply Chain Management,77,MEDIUM
Midwest MicroSystems Cow Sense,77,MEDIUM
ProcessPro Premier,77,MEDIUM
Simulation and modeling software,77,MEDIUM
Scadex Technologies MAESTRO,77,MEDIUM
Datafarm eCTDViewer,77,MEDIUM
Rockwell Automation Arena,77,MEDIUM
i.Agri LandMark Farm,77,MEDIUM
GanttProject,77,MEDIUM
Stanford Business Software SNOPT,77,MEDIUM
Nuvosoft Rwiz,77,MEDIUM
MasterControl TotalPharma,77,MEDIUM
NeuroSolutions for MatLab,77,MEDIUM
SAP APO,77,MEDIUM
Thomson Reuters CLEAR,77,MEDIUM
Rogue Wave Software IMSL Numerical Libraries,77,MEDIUM
MindGenius,77,MEDIUM
O3spaces Workplace,77,MEDIUM
MetricStream Enterprise Compliance Platform,77,MEDIUM
INN-Client Server Systems ICSS Atrium,77,MEDIUM
Halogen e360,77,MEDIUM
Telephone analysis software,77,MEDIUM
GlobalSubmit REVIEW,77,MEDIUM
TickQuest NeoTicker,77,MEDIUM
eXe,77,MEDIUM
Madrigal Soft Tools Delegator,77,MEDIUM
OpenMake Software Meister,77,MEDIUM
Sugar CRM,77,MEDIUM
Take Solutions PharmaReady Document Management System,77,MEDIUM
Epicor SRM,77,MEDIUM
DataViz Beyond Contacts,77,MEDIUM
ProjectLibre,77,MEDIUM
JDA Master Planning,77,MEDIUM
System for Electronic Rate and Form Filing SERFF,77,MEDIUM
KIKA Veracity,77,MEDIUM
WBS Goplan,77,MEDIUM
intelligenz Solutions intelliSpa,77,MEDIUM
Red Wing Software CenterPoint Accounting for Agriculture,77,MEDIUM
MoneyTree Silver Financial Planner (presentation feature),77,MEDIUM
Execu/Tech Systems HOTEL Premium,77,MEDIUM
Integrated Decision Support Corporation Swap Advice,77,MEDIUM
Issue tracking system software,77,MEDIUM
Brihzon Solutions SMART Dairy Resource Planning,77,MEDIUM
Scanlon Associates LogPak,77,MEDIUM
Financial report generation software,77,MEDIUM
Project-Open,77,MEDIUM
MasterControl MD,77,MEDIUM
Integrated Decision Support Corporation Netwise Supply Chain,77,MEDIUM
Personnel scheduling software,77,MEDIUM
Supply chain event management software,77,MEDIUM
Red Prarie Warehouse Management,77,MEDIUM
Blackbaud eTapestry,77,MEDIUM
AGCO Advanced Technology Solutions Fieldstar,77,MEDIUM
USDA NRCS Soil Data Viewer,77,MEDIUM
Floydware Rosy,77,MEDIUM
Profitool software (human resources feature),77,MEDIUM
Intland Software codeBeamer,77,MEDIUM
ArenaSoft Estimating,77,MEDIUM
Grid analysis and display system GrADS,77,MEDIUM
IFS Applications for Supply Chain Management,77,MEDIUM
"Governance, risk, and compliance GRC software",77,MEDIUM
zkipster,77,MEDIUM
InnQuest Software roomMaster,77,MEDIUM
Canonical Launchpad,77,MEDIUM
TapLogic FarmLogic,77,MEDIUM
ComplianceBridge Total Compliance,77,MEDIUM
Wolfram Research Mathematica Finance Essentials,77,MEDIUM
Stanford Business Software MINOS,77,MEDIUM
iGrafx,77,MEDIUM
Digital Crew Teamwork Project Manager,77,MEDIUM
BWise Compliance Management,77,MEDIUM
DaySmart Software Salon Iris,77,MEDIUM
SiSense Prism,77,MEDIUM
Midrange Software XpertHire,77,MEDIUM
Compliance 360,77,MEDIUM
Budget monitoring systems,77,MEDIUM
IntelliTrack Warehouse Management System (WMS),77,MEDIUM
Farm Business Software Systems Smart Feeder,77,MEDIUM
Pereless Systems software,77,MEDIUM
Horwath Software Magique,77,MEDIUM
Twin Tiers Technologies CIMS,77,MEDIUM
LeanForward LearnPoint,77,MEDIUM
PAR Technology SpaSoft,77,MEDIUM
Automated Geospatial Watershed Assessment AGWA,77,MEDIUM
Avid Technology iNEWS,77,MEDIUM
Oracle Business Intelligence Publisher,77,MEDIUM
New World Systems Logos.NET,77,MEDIUM
Ferret,77,MEDIUM
ePOS Business Solutions System 3 POS,77,MEDIUM
Cadre Technologies Cadence Warehouse Management System,77,MEDIUM
Moss Adams Profit Mentor,77,MEDIUM
EtQ Environmental Health and Safety Software,77,MEDIUM
IBM i2 Transportation Manager,77,MEDIUM
EISI NaviPlan,77,MEDIUM
Infosite Technologies Dispatch-Mate,77,MEDIUM
AdviceAmerica AdvisorVision,77,MEDIUM
Adlib Express,77,MEDIUM
DealMaven Modeling ToolPack for Excel,77,MEDIUM
National Resources Conservation Service Ecological Site Information System ESIS,77,MEDIUM
TatukGIS Editor,77,MEDIUM
USDA SamplePoint,77,MEDIUM
Innovative Business Computer Solutions Spa/Salon Manager,77,MEDIUM
DIVA-GIS,77,MEDIUM
Medidata Rave Data Management,77,MEDIUM
Hyperion Solutions Hyperion Intelligence,77,MEDIUM
BizPricer,77,MEDIUM
Logisuite Enterprise,77,MEDIUM
Millennium SpaSalon,77,MEDIUM
Dex Warehouse,77,MEDIUM
80-20 Software Leaders4,77,MEDIUM
Element Software Copper,77,MEDIUM
Whitebirch Software Projected Financials,77,MEDIUM
Procore software,77,MEDIUM
TriZetto QNXT,77,MEDIUM
Oracle Remote Data Capture,77,MEDIUM
MoneySoft Corporate Valuation,77,MEDIUM
Tesseract Human Resources Manager,77,MEDIUM
Palantir Intelligence,77,MEDIUM
Planview Process Builder,77,MEDIUM
WealthTec AllocationPro,77,MEDIUM
Savitr RecruitX,77,MEDIUM
Unity Technologies Unity,77,MEDIUM
Sage Active Planner,77,MEDIUM
DoubleBridge ROSETTA Phoenix eCTD Viewer,77,MEDIUM
Pattern recognition software,77,MEDIUM
ProModel,77,MEDIUM
Rogers Software Development SuperSalon,77,MEDIUM
Stenco Technologies Farm Trends,77,MEDIUM
Economic forecasting software,77,MEDIUM
ABB Optimize IT Predict & Control,77,MEDIUM
Lorenz labelBridge,77,MEDIUM
iCIMS Talent Cloud software,77,MEDIUM
Clockware,77,MEDIUM
DealMaven PresLink for PowerPoint and Word,77,MEDIUM
Distributed control system DCS,77,MEDIUM
Photo enhancement software,77,MEDIUM
Argos Software ABECAS Insight,77,MEDIUM
DoubleBridge ROSETTA Sceptre,77,MEDIUM
Securities analysis software,77,MEDIUM
Axentis Compliance Management,77,MEDIUM
SAP EHS Management,77,MEDIUM
Analyse-it,77,MEDIUM
StudyManager Sponsor Edition,77,MEDIUM
MergerStat Control Premiums,77,MEDIUM
Apple AppleWorks,77,MEDIUM
Shipping Solutions,77,MEDIUM
Fidelity HR/Payroll,77,MEDIUM
Advent Axys,77,MEDIUM
Hatchery database systems,77,MEDIUM
QUALCOMM ViaWeb,77,MEDIUM
Thomson ONE Advisor,77,MEDIUM
Sciforma,77,MEDIUM
TeamDynamixHE,77,MEDIUM
Ag Leader Technology SMS Advanced,77,MEDIUM
Genetic algorithm optimization software,77,MEDIUM
SST Development Group Stratus,77,MEDIUM
XML authoring software,77,MEDIUM
CodeJam MemoriesOnTV,77,MEDIUM
ACL Analytics,77,MEDIUM
Net Worth Strategies Stock Opter Pro,77,MEDIUM
Satellite image databases,77,MEDIUM
Unicorn HRO Open4,77,MEDIUM
